"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bangladesh","BGD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1789824188564","52.9796208800268","52.8239663432718","52.7113363021078","52.6410482500516","52.6124196806198","52.635005242045","52.7136044375034","52.8404020429266","53.0075828342462","53.2073315873939","53.5371557711762","53.9989891679289","54.4416560238779","54.7139805852488","54.6647870982674","53.1975459498402","50.0752382318021","46.4359542477712","43.417784301366","42.1588186962047","52.2951110557553","65.1638389348551","64.3758949024465","68.3283645116627","64.1084295201163","63.6784141329752","58.3439766448258","59.513577848333","50.3645265388691","42.3813762359965","","","","",
"Bulgaria","BGR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2624879846021","26.8566316426817","26.48459056411","26.1431903388462","25.8292565568492","25.5396148080782","25.2915691112369","25.1090574896419","24.998856540172","24.9677428597056","25.0224930451213","25.1478971593063","25.3023954576219","25.4532398256574","25.5676821490025","25.6129743132466","25.3339270509453","24.6687943735139","23.8749930848315","23.2099399887774","22.9310518892306","26.1914143794342","23.0863811610061","21.490052956786","21.9921500133613","20.7936901250081","19.979167405734","20.0337858184501","19.7159830127087","17.5380256575647","17.1474236131426","","","","",
"Bahrain","BHR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5869119005512","67.1432676605035","66.024120899521","65.226613417848","64.7478870157289","64.585083493408","64.8424318379425","65.5267246700682","66.4889492405473","67.5800928001422","68.651142599615","70.059687295923","71.9559586005481","73.8799083460396","75.3714883649469","75.9706504898194","74.6528084567212","71.5108350525909","67.7608706862893","64.6190557666771","63.301530702615","66.7273263961034","70.0606736033788","68.1447019157403","59.1499735070702","71.5594978371491","64.2193035294402","61.237494601176","71.8872328410934","59.9655174851019","58.4950629834781","","","","",
"Bahamas, The","BHS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1015261579045","18.9882351385393","18.9053223999855","18.8528432493243","18.8308529936372","18.8394069400055","18.9375382532823","19.1347338543216","19.3567296842071","19.5292616840221","19.57806579485","19.416590811333","19.0753103174537","18.6554974383063","18.2584252989849","17.9853670245837","17.814365511527","17.6627411474599","17.540683294308","17.4583813139968","17.4260245684517","17.6418562262103","18.0358159965462","17.7211235938828","18.5387484151285","19.1256311837319","18.49778336767","18.3612464143857","18.5796799431178","18.5659528939643","18.9393918728687","","","","",
"Bosnia and Herzegovina","BIH","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7025411289361","35.2656693190858","34.9399801506468","34.7147869094329","34.5794028812581","34.5231413519362","34.6967216471979","35.1632042157313","35.7804140277867","36.4061760536142","36.8983152634642","37.3614180862172","37.9191864208419","38.4581184427201","38.8647123272337","39.0254662497644","38.6329509376323","37.6969528856248","36.5797939203256","35.6437958683181","35.2512805561859","39.4031643248459","35.5046711262656","33.7419045514665","32.4817989014897","33.8055310132726","30.384676952561","30.9018207776211","32.4989922059154","26.7157922521039","26.6019532713554","","","","",
"Belarus","BLR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8728924361175","32.2450579401842","31.6374169983978","31.0570119658745","30.5108851977304","30.0060790490814","29.5666631145559","29.1777596518899","28.7879900108608","28.3459755412463","27.8003375928239","26.825169286119","25.3708864392258","23.8005944482748","22.4773987093966","21.764404618722","21.555661490259","21.449293067481","21.364516390716","21.220548500292","20.9366064365372","18.6953550823705","18.0675396231787","18.9735248940446","19.3974713758219","17.6059281150121","15.8319434819688","15.7775132293532","16.9825400264261","15.6177925850738","14.6089903841381","","","","",
"Belize","BLZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4105429787251","27.830358648282","27.3322593880907","26.9412228626806","26.6822267365811","26.5802486743217","26.6403650523177","26.8035866757936","26.9987928524929","27.1548628901591","27.2006760965356","26.9932961587769","26.5202776749369","25.9062363191074","25.2757877653807","24.7535476878486","24.2589002528347","23.6963824128613","23.1683390213192","22.777114931599","22.6250549970911","25.0167214312121","23.7091047742089","26.8732782139428","26.766330789615","27.5566748212023","25.608806996967","26.1751165590281","26.7474102969967","26.1465334719171","28.6518070195516","","","","",
"Bermuda","BMU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08668099991948","9.06037002836489","9.03904124859527","9.02166514031074","9.00721218321146","8.99465285699755","9.03217485756702","9.13364871812704","9.24656917434158","9.31843096187457","9.29672881638995","9.16510328119272","8.96257811568564","8.71972287967927","8.46710713298417","8.23530043541092","8.02454638765531","7.81362766204442","7.60092242583573","7.38480884628674","7.16366509065494","6.91539194729686","6.97250277678657","6.61259153374615","7.0538148738716","6.97448269449194","7.54273526156963","7.67124972072296","7.39756678060384","7.20679905172813","7.33600052500811","","","","",
"Bolivia","BOL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.7913690593244","82.3899218783568","81.6651541112124","80.6787881274545","79.4925462966465","78.1681509883521","75.9426795889217","72.5354488093124","68.7315400059974","65.3160345354498","63.0740137541425","61.9481447307606","61.185467407628","60.5276224516758","59.7162505298355","58.4929923090383","55.2406960376362","49.4380149483192","42.4702971845256","35.7228908896935","30.5811442072612","27.3182933267548","28.0697541353735","26.0957496962253","26.9415449050283","27.4574711709407","28.0546140290721","26.5418633872389","25.1667590386614","24.4849924422413","22.879459074231","","","","",
"Brazil","BRA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3637307497621","15.4055431396169","15.4413939623529","15.4723737966713","15.4995732212737","15.5240828148613","15.5458287968527","15.563018865473","15.5741658176334","15.5777824502452","15.5723815602196","15.5528127146329","15.5176007943732","15.4707715670693","15.4163508003501","15.3583642618445","15.2503863469125","15.0873086360928","14.9351326747822","14.8598600083774","14.9274921822751","15.539471795948","14.6007414104339","13.8897320409453","13.7916487838641","12.4042007642389","12.1085038135727","12.2193388464901","12.2516401526844","12.3488400923542","12.1793252040724","","","","",
"Barbados","BRB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.719954867614","23.4527344701225","23.223709533115","23.043366772867","22.9221929056541","22.8706746477517","22.9070036545139","23.0095231857899","23.128947364598","23.2159903139565","23.2213661568837","22.9799910517907","22.4722090377571","21.8668760588038","21.3328480589514","21.0389809822209","20.9890500409602","21.0340484119677","21.1136589859394","21.1675646535713","21.1354483055595","20.745049418333","21.1846141376653","21.7944467458479","22.3938111163809","24.1787536225197","24.4150757393389","23.2878109296981","23.2651852221243","23.3255430894091","23.7309657842996","","","","",
"Brunei Darussalam","BRN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.37072416762873","8.12019608654256","7.89123207842562","7.69242320894169","7.53236054375453","7.41963514852792","7.34134211010436","7.27749714200834","7.22607224992658","7.18503943954583","7.15237071655279","7.14419998443377","7.16359869799834","7.18894518991816","7.19861779286489","7.17099483951018","7.04449810766191","6.82039311579094","6.57132380756337","6.36993412664528","6.28886801670278","7.22534325195967","7.64174071359111","7.81045226819353","8.03840256929202","7.76801290951484","7.70809372713425","7.23064895379441","7.49485587718805","7.94585811311948","7.59726503432135","","","","",
"Bhutan","BTN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9418472499638","31.7529005987749","31.6193984914858","31.538203762732","31.506179247149","31.5201877793722","31.6106406663447","31.7905173422785","32.0305328327121","32.3014021631841","32.573840359233","32.9160069856681","33.3441824485286","33.751263035198","34.0301450330599","34.0737247294978","33.1496223788183","31.1047418968965","28.700905063469","26.6999336582723","25.8636494610431","30.4700767007183","38.1315714688966","37.4162437152675","40.2981530542455","37.4856911286561","36.9416122831151","33.8115150358203","34.0838819368766","30.051897764158","23.9456576369223","","","","",
"Botswana","BWA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6736773565628","19.5468469747366","19.4490635200516","19.3799515338203","19.339135557355","19.3262401319681","19.3513342543129","19.4161667459352","19.5078818854867","19.6136239516189","19.7205372229834","19.8390729796528","19.9863544347096","20.1595337663207","20.3557631526527","20.5721947718722","20.8504779384467","21.2070575460146","21.6012791414985","21.9924882718209","22.3400304839044","22.6768520526251","22.702553769979","21.2341334801046","21.1021511668115","22.0461450923733","21.2522533064009","19.9663232166838","19.9110410814922","19.2035484352255","18.9057549925814","","","","",
"Central African Republic","CAF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8347466897435","32.720714094468","32.6482926792218","32.6096649290979","32.5970133291891","32.6025203645884","32.7664076616304","33.1400608957218","33.5824086255633","33.9523794098558","34.1089018072999","33.9305726911431","33.5016255789717","32.9894439959945","32.5614114674204","32.3849115184584","32.4290832518178","32.5465341868411","32.7298504736865","32.9716182625124","33.2644237034772","34.7387675481675","36.1271180308768","33.6642337758094","31.9156244391296","38.5999376665904","34.4108147859314","33.885383156685","31.9740977574518","34.9143760112605","34.4334184466457","","","","",
"Canada","CAN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5454235687613","10.5219930805906","10.483576244595","10.4337219113849","10.3759789315703","10.3138961557615","10.2257256686868","10.1043387729322","9.97521314589414","9.86382646496894","9.79565640755295","9.76086476457905","9.72810868247048","9.69060887185911","9.64158604337681","9.57426090765544","9.40182085213359","9.08026235211045","8.66701975000882","8.21952738825148","7.79521960926122","7.37287638245787","7.58558915249491","7.26096632331949","7.38092988336422","7.11576183142395","6.40675155079521","7.04492025305158","7.09175111254794","6.22680169266749","6.56566994375263","","","","",
"Central Europe and the Baltics","CEB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0157251625466","26.8743527929887","26.666369739564","26.3929052382239","26.0724700087337","25.7189802404501","25.1663070621837","24.3783790854738","23.5642560687385","22.9333298633875","22.6877032041261","22.8448183498865","23.1647439077109","23.5306091981064","23.8326051381659","23.9580618563879","23.8341082102172","23.5393042495011","23.1752506138517","22.8403886098592","22.6371750941826","23.1531410290036","20.9972100570939","20.0465371727724","20.1375422402306","19.4356219365666","18.3041092901977","18.8446561825455","19.2050413695671","16.2346778779163","15.7529957032861","","","","",
"Switzerland","CHE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4831633843484","19.3235780580333","19.1255956559598","18.8947453064122","18.6365561376753","18.3565572780333","18.0104661889422","17.5832084159826","17.1241252136263","16.6825578363452","16.3078475386111","15.9380919403534","15.5090403870949","15.0665117216973","14.6563247870221","14.3242984259311","14.0354502149848","13.7482163874631","13.4985437713066","13.3223791944562","13.2556694848526","13.864731836329","12.6827485821719","12.4432960759198","10.6156284957703","11.7226082380351","10.6566460014216","9.91481464472654","10.1481592849367","9.45001875443382","9.06104968621636","","","","",
"Channel Islands","CHI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0159594218247","26.8219227614939","26.6961992544744","26.6277329646355","26.6054679558465","26.6183482919768","26.8048564451231","27.2035541386631","27.653504313388","27.9937699100887","28.0634138695562","27.8750247662775","27.5666336657884","27.1654672454526","26.6987521826339","26.193715154696","25.4313218784945","24.358253457235","23.2503096478062","22.3832902070972","22.0329948919966","22.8717891996678","21.9147180810935","23.7625028118101","23.0317537681692","24.2782298076617","24.2218424802596","23.4116041349236","23.0512130318909","22.7323927701622","23.2750668049145","","","","",
